Symbol,Company Name,Market Cap,Stock Price,Industry,Volume,Revenue,Employees,Founded
FUFU,BitFuFu Inc.,11515992,2.63,Capital Markets,199956,284106012,29,2020
MBRX,"Moleculin Biotech, Inc.",11493952,5.09,Biotechnology,26002,,18,2015
NIVF,NewGenIvf Group Limited,11468806,1.13,Shell Companies,367169,,,2011
ELAB,"Elevai Labs, Inc.",11458332,0.67,Biotechnology,77958,1712595,18,2020
KAVL,"Kaival Brands Innovations Group, Inc.",11452858,4.10,Tobacco,121901,13772673,18,1998
BFI,"BurgerFi International, Inc.",11411808,0.42,Restaurants,87699,170100000,1015,2011
CYN,Cyngn Inc.,11410421,0.10,Software - Application,5139117,1489317,81,2013
COSM,Cosmos Health Inc.,11409186,0.67,Medical Distribution,28773,49588253,102,2009
ABVC,"ABVC BioPharma, Inc.",11405232,1.08,Biotechnology,735389,152430,16,2015
SVRE,SaverOne 2014 Ltd,11347042,0.70,Scientific & Technical Instruments,18082,2720000,51,2014
VVPR,VivoPower International PLC,11312424,3.60,Solar,762148,12237000,108,2014
NXTT,Next Technology Holding Inc.,11232669,4.09,Software - Application,24104,2633308,8,2019
RWOD,Redwoods Acquisition Corp.,11177232,6.39,Shell Companies,30257,,2,2021
JNVR,Janover Inc.,11175246,1.01,Software - Infrastructure,40151,2003155,22,2018
PETZ,"TDH Holdings, Inc.",11149164,1.08,Packaged Foods,6670,3175809,51,2002
CSSE,"Chicken Soup for the Soul Entertainment, Inc.",11112392,0.34,Entertainment,762562,294406894,1194,2014
BTCY,"Biotricity, Inc.",11110752,1.20,Medical Devices,52239,11627469,55,
KITT,"Nauticus Robotics, Inc.",11105495,0.18,Aerospace & Defense,784088,6606352,72,2014
MIRA,"MIRA Pharmaceuticals, Inc.",11085664,0.75,Drug Manufacturers - General,69872,,3,2020
ZCMD,Zhongchao Inc.,11052300,1.49,Health Information Services,70016,19433945,116,2012
SYRA,Syra Health Corp.,10893991,1.65,Medical Care Facilities,411460,5515144,78,2020
NVOS,"Novo Integrated Sciences, Inc.",10862984,0.57,Medical Care Facilities,680075,13658040,127,2000
ONVO,"Organovo Holdings, Inc.",10821545,0.95,Biotechnology,214853,242000,18,2007
IMCC,IM Cannabis Corp.,10782251,0.81,Drug Manufacturers - Specialty & Generic,931615,55067751,95,1980
ELWS,"Earlyworks Co., Ltd",10745651,0.71,Software - Application,821965,450305,11,2018
BHAT,Blue Hat Interactive Entertainment Technology,10686308,1.08,Electronic Gaming & Multimedia,98126,73686733,40,
CNFR,"Conifer Holdings, Inc.",10633923,0.87,Insurance - Property & Casualty,9543,98758000,94,2009
LEDS,SemiLEDs Corporation,10619355,1.48,Semiconductors,11814,5668000,152,2005
BNOX,Bionomics Limited,10562921,1.00,Biotechnology,32982,14998,8,1996
LDWY,"Lendway, Inc.",10542904,6.05,Advertising Agencies,624,,151,1990
CNVS,Cineverse Corp.,10529120,0.81,Entertainment,171659,51816000,165,2000
GENE,Genetic Technologies Limited,10489215,2.38,Diagnostics & Research,34684,5776090,60,1989
BCDA,"BioCardia, Inc.",10384289,0.39,Biotechnology,113519,477000,16,
YGMZ,MingZhu Logistics Holdings Limited,10323525,0.38,Trucking,72383,109834039,180,2002
GHSI,"Guardion Health Sciences, Inc.",10273280,8.00,Drug Manufacturers - Specialty & Generic,3638,12248550,9,2009
BTBD,"BT Brands, Inc.",10273181,1.59,Restaurants,5406,14076653,54,1987
NXL,"Nexalin Technology, Inc.",10262456,1.38,Medical Devices,74767,110748,6,2010
TBIO,"Telesis Bio, Inc.",10232112,0.32,Medical Devices,21982,27509000,137,2013
SXTC,"China SXT Pharmaceuticals, Inc.",10223696,0.98,Drug Manufacturers - Specialty & Generic,185905,29919,78,2005
SHPW,"Shapeways Holdings, Inc.",10123184,1.53,Specialty Industrial Machinery,11186,34460000,203,2007
EFTR,"eFFECTOR Therapeutics, Inc.",10020393,2.13,Biotechnology,79684,,14,2012
BRTX,"BioRestorative Therapies, Inc.",10019482,1.48,Biotechnology,164359,145800,11,1997
XXII,"22nd Century Group, Inc.",9976824,1.65,Tobacco,98288,32204000,64,1998
WISA,"WiSA Technologies, Inc.",9966417,4.24,Semiconductors,542051,2083000,46,2010
VISL,"Vislink Technologies, Inc.",9964255,4.06,Communication Equipment,9527,27482000,112,2002
ILAG,Intelligent Living Application Group Inc.,9933000,0.55,Building Products & Equipment,71819,6443357,374,
HUBC,HUB Cyber Security (Israel) Ltd.,9926588,1.01,Software - Infrastructure,1321831,73037000,589,2017
BMRA,"Biomerica, Inc.",9894465,0.59,Medical Devices,179311,5405208,62,1971
AEZS,Aeterna Zentaris Inc.,9699620,7.84,Biotechnology,5884,4498000,12,
WATT,Energous Corporation,9549823,1.57,Scientific & Technical Instruments,74576,474184,37,2012
BOF,BranchOut Food Inc.,9544435,2.36,Packaged Foods,63326,2825855,6,2017
ARTW,"Art's-Way Manufacturing Co., Inc.",9528235,1.88,Farm & Heavy Construction Machinery,3687,29700966,93,1956
ERNA,Eterna Therapeutics Inc.,9522181,1.76,Biotechnology,1868,68000,8,2018
PWM,Prestige Wealth Inc.,9516000,1.04,Asset Management,18366,348528,4,2018
GWAV,"Greenwave Technology Solutions, Inc.",9514912,0.06,Waste Management,10728968,35667982,131,2002
DXYN,"The Dixie Group, Inc.",9439532,0.66,Textile Manufacturing,40854,274513000,970,1920
GRTX,"Galera Therapeutics, Inc.",9409851,0.17,Biotechnology,329701,,7,2012
AEHL,Antelope Enterprise Holdings Limited,9389990,1.86,Building Products & Equipment,16453,63623757,297,1993
SLNH,"Soluna Holdings, Inc.",9262996,2.44,Capital Markets,18372,21066000,34,1961
GRNQ,Greenpro Capital Corp.,9243695,1.20,Consulting Services,3549,3477664,46,2013
CHNR,"China Natural Resources, Inc.",9236220,0.96,Pollution & Treatment Controls,28885,,67,
TCJH,Top KingWin Ltd,9224650,0.63,Capital Markets,236052,5453241,145,2018
CTHR,"Charles & Colvard, Ltd.",9194535,0.30,Luxury Goods,118137,25064692,48,1995
HIHO,Highway Holdings Limited,9187006,2.08,Metal Fabrication,2666,,374,1990
JTAI,Jet.AI Inc.,9180676,0.75,Software - Application,66599,12214556,9,2018
WHLR,"Wheeler Real Estate Investment Trust, Inc.",9115176,0.13,REIT - Retail,303200,102325000,52,
SLE,"Super League Enterprise, Inc.",9043590,1.39,Internet Content & Information,35865,25079000,87,2014
BLBX,Blackboxstocks Inc.,9000959,2.79,Software - Application,9936,3106026,10,2014
HGAS,Global Gas Corporation,8941082,1.14,Specialty Chemicals,8769,,,1989
SPEC,Spectaire Holdings Inc.,8900021,0.58,Pollution & Treatment Controls,89451,,8,2021
AKTX,"Akari Therapeutics, Plc",8866990,1.38,Biotechnology,16293,,9,
MTEM,"Molecular Templates, Inc.",8813803,1.64,Biotechnology,54696,57306000,62,
PRPO,"Precipio, Inc.",8785204,5.78,Diagnostics & Research,1077,15197000,51,
WLGS,"WANG & LEE GROUP, Inc.",8754404,0.58,Engineering & Construction,11574,6825879,21,1981
BFRI,Biofrontera Inc.,8753790,1.72,Drug Manufacturers - Specialty & Generic,59403,34071000,83,1997
NURO,"NeuroMetrix, Inc.",8740776,4.40,Medical Devices,30322,5901425,26,1996
ATIF,ATIF Holdings Limited,8664705,0.90,Capital Markets,620,400000,13,2015
RVYL,Ryvyl Inc.,8609315,1.43,Software - Infrastructure,33845,65869000,99,2007
PSTV,"Plus Therapeutics, Inc.",8594921,2.01,Biotechnology,2125765,4913000,20,1996
CAUD,"Collective Audience, Inc.",8560468,0.62,Software - Application,498418,28633624,23,2019
ENG,ENGlobal Corporation,8559923,1.66,Engineering & Construction,8034,39036000,134,1985
LTRY,Lottery.com Inc.,8544690,1.80,Gambling,12251,6482638,10,2015
LKCO,Luokung Technology Corp.,8536631,0.52,Software - Application,11289,36982661,727,
SCKT,"Socket Mobile, Inc.",8528483,1.13,Computer Hardware,19099,17033593,61,1992
MEDS,"TRxADE HEALTH, Inc.",8522481,6.09,Pharmaceutical Retailers,6425,8272214,8,
ESGL,ESGL Holdings Ltd,8495100,0.68,Waste Management,61460,8386347,,
CREG,Smart Powerr Corp.,8481064,1.07,Utilities - Renewable,18299,,14,
NTBL,"Notable Labs, Ltd.",8477165,0.94,Biotechnology,42538,310000,16,2000
TKLF,"Yoshitsu Co., Ltd",8453513,0.23,Specialty Retail,243462,166272946,135,2006
UPXI,"Upexi, Inc.",8420719,0.40,Internet Content & Information,93221,91208295,95,2018
VSME,VS Media Holdings Limited,8388600,0.37,Advertising Agencies,123960,7991103,41,2013
JXJT,JX Luxventure Limited,8367202,1.38,Apparel Manufacturing,10262,49913931,55,2012
GVP,"GSE Systems, Inc.",8357549,2.58,Software - Application,10711,45041000,218,1994
IKT,"Inhibikase Therapeutics, Inc.",8355124,1.29,Biotechnology,71246,260501,8,
VCNX,"Vaccinex, Inc.",8333910,5.86,Biotechnology,5778,570000,37,2001
DGLY,"Digital Ally, Inc.",8290220,2.96,Internet Content & Information,59215,28248344,170,
WAFU,Wah Fu Education Group Limited,8247747,1.87,Education & Training Services,3009,8887515,139,1999
OLB,"The OLB Group, Inc.",8235508,3.92,Software - Infrastructure,128735,30571637,26,1993
PAVS,Paranovus Entertainment Technology Ltd.,8217360,1.12,Packaged Foods,379,51456782,80,2004
MIND,"MIND Technology, Inc.",8209755,5.84,Scientific & Technical Instruments,5071,36510000,190,1987
LIDR,"AEye, Inc.",8193755,1.26,Software - Infrastructure,139288,1464000,60,2013
PYPD,PolyPid Ltd.,8168586,4.94,Biotechnology,208,,59,2008
NCNA,NuCana plc,8126322,3.93,Biotechnology,31352,,25,
MARPS,Marine Petroleum Trust,8080000,4.04,Oil & Gas Midstream,13674,1180953,,1956
LGVN,Longeveron Inc.,8060680,1.68,Biotechnology,287313,709000,23,2014
JVA,"Coffee Holding Co., Inc.",8049126,1.41,Packaged Foods,85531,69387691,96,1971
EJH,E-Home Household Service Holdings Limited,8029573,0.45,Personal Services,1519657,56391958,528,2018
KTRA,"Kintara Therapeutics, Inc.",8019181,0.14,Biotechnology,2719489,,2,2009
ADN,"Advent Technologies Holdings, Inc.",8018012,0.10,Utilities - Renewable,1429793,5310000,175,2006
CVKD,"Cadrenal Therapeutics, Inc.",8004235,0.50,Biotechnology,158187,,4,2022
JEWL,Adamas One Corp.,7981079,0.29,Luxury Goods,37434,1818042,12,2018
RAYA,Erayak Power Solution Group Inc.,7980000,0.67,Electrical Equipment & Parts,10385,20322498,290,2019
AMST,Amesite Inc.,7957837,3.13,Software - Application,42028,432364,12,
PRZO,ParaZero Technologies Ltd.,7953658,0.73,Aerospace & Defense,278691,620508,15,2014
UPC,Universe Pharmaceuticals INC,7948215,2.18,Drug Manufacturers - Specialty & Generic,5517,32308735,225,
VIRI,"Virios Therapeutics, Inc.",7895739,0.41,Biotechnology,59806,,4,
AIHS,Senmiao Technology Limited,7845793,0.81,Credit Services,8004,7298671,97,
MSGM,Motorsport Games Inc.,7769593,2.28,Electronic Gaming & Multimedia,9780,6909674,50,2018
CARV,"Carver Bancorp, Inc.",7727696,1.55,Banks - Regional,13270,27571000,107,1948
CYCN,"Cyclerion Therapeutics, Inc.",7696684,2.84,Biotechnology,482,,1,
OST,"Ostin Technology Group Co., Ltd.",7630015,0.45,Electronic Components,11132,57525700,175,2010
IDAI,T Stamp Inc.,7589899,0.83,Software - Application,30124,4560275,80,2016
CJJD,"China Jo-Jo Drugstores, Inc.",7575318,2.52,Pharmaceutical Retailers,5978,154664300,885,2003
HEPA,"Hepion Pharmaceuticals, Inc.",7551981,1.38,Biotechnology,34007,,22,
MRIN,Marin Software Incorporated,7548455,2.43,Software - Application,260626,17179000,108,2006
XWEL,"XWELL, Inc.",7530192,1.80,Diagnostics & Research,6626,30109000,266,2006
OXBR,Oxbridge Re Holdings Limited,7508325,1.25,Insurance - Reinsurance,26417,-7049000,4,2013
ASLN,ASLAN Pharmaceuticals Limited,7468192,0.42,Biotechnology,470659,12000000,35,2010
KTTA,Pasithea Therapeutics Corp.,7432419,7.13,Biotechnology,3176,,8,2020
VMAR,Vision Marine Technologies Inc.,7387503,0.61,Recreational Vehicles,19360,3804111,46,
AQB,"AquaBounty Technologies, Inc.",7290562,1.89,Farm Products,12825,2472659,104,1991
TENX,"Tenax Therapeutics, Inc.",7265108,3.71,Biotechnology,21825,,5,1967
ROMA,Roma Green Finance Limited,7250796,0.70,Consulting Services,101140,1744549,16,2018
MNTS,Momentus Inc.,7191405,0.54,Aerospace & Defense,215414,2186000,123,2017
PIK,Kidpik Corp.,7182028,3.68,Internet Retail,76396,14240724,14,2016
SGD,Safe and Green Development Corporation,7179905,0.50,Real Estate - Development,1158200,,2,2021
POAI,Predictive Oncology Inc.,7150616,1.76,Medical Instruments & Supplies,211483,1780093,34,2002
VVOS,"Vivos Therapeutics, Inc.",7097803,2.38,Medical Devices,103589,13801000,114,
INBS,Intelligent Bio Solutions Inc.,7053740,2.48,Medical Devices,59502,2880108,51,2016
SPGC,"Sacks Parente Golf, Inc.",6978285,0.48,Leisure,21184,609000,7,2018
EFOI,"Energy Focus, Inc.",6931283,1.56,"Furnishings, Fixtures & Appliances",2856,5717000,13,1985
BCAN,BYND Cannasoft Enterprises Inc.,6921637,0.89,Software - Infrastructure,549853,1076861,8,2019
LFLY,"Leafly Holdings, Inc.",6881485,2.99,Pharmaceutical Retailers,27619,42252000,130,2010
WRNT,Warrantee Inc.,6833220,0.30,Software - Application,23827,1580220,4,2013
IMTE,Integrated Media Technology Limited,6810745,3.17,Electronic Components,425284,573114,15,
PULM,"Pulmatrix, Inc.",6793259,1.86,Biotechnology,32443,7298000,22,2003
SHPH,"Shuttle Pharmaceuticals Holdings, Inc.",6768342,0.40,Drug Manufacturers - Specialty & Generic,40703,,8,2012
PCSA,"Processa Pharmaceuticals, Inc.",6716065,2.35,Biotechnology,147241,,13,2011
ENVB,"Enveric Biosciences, Inc.",6710489,0.92,Biotechnology,90947,,7,1994
TFFP,"TFF Pharmaceuticals, Inc.",6691961,2.16,Biotechnology,76438,733871,19,2018
LIXT,"Lixte Biotechnology Holdings, Inc.",6657898,2.99,Biotechnology,11840,,3,2005
KZIA,Kazia Therapeutics Limited,6620135,0.28,Biotechnology,91977,15650,9,1994
ADIL,"Adial Pharmaceuticals, Inc.",6609420,1.63,Biotechnology,220803,,4,2010
KA,"Kineta, Inc.",6605968,0.58,Biotechnology,78938,5442000,11,2007
MYMD,"MyMD Pharmaceuticals, Inc.",6602348,3.06,Biotechnology,25514,,6,2014
BNZI,"Banzai International, Inc.",6547430,0.32,Software - Application,187290,4561300,13,2016
OCG,Oriental Culture Holding LTD,6546831,1.49,Internet Retail,5845,1580058,57,2018
AIMD,"Ainos, Inc.",6513175,1.06,Medical Devices,139675,,46,1984
AVGR,"Avinger, Inc.",6485496,3.81,Medical Instruments & Supplies,4973,7652000,68,2007
FRZA,"Forza X1, Inc.",6475212,0.41,Recreational Vehicles,10899,37118,11,2021
POLA,"Polar Power, Inc.",6357299,0.36,Electrical Equipment & Parts,67088,15293000,8,1979
TRVN,"Trevena, Inc.",6327099,0.42,Biotechnology,128791,3125000,23,2007
CPOP,"Pop Culture Group Co., Ltd",6302466,1.60,Entertainment,20568,18543243,67,2007
ISUN,"iSun, Inc.",6302165,0.13,Solar,540640,95683000,290,1972
SPCB,SuperCom Ltd.,6262327,0.22,Security & Protection Services,4233266,26570000,121,1988
CNET,ZW Data Action Technologies Inc.,6241267,0.87,Advertising Agencies,14627,29739000,64,2003
BOXL,Boxlight Corporation,6234790,0.64,Communication Equipment,57792,176721000,228,
TTNP,"Titan Pharmaceuticals, Inc.",6225934,6.88,Biotechnology,266,184000,4,
VEEE,Twin Vee Powercats Co.,6188000,0.65,Recreational Vehicles,7648,33425912,90,1994
MGRX,"Mangoceuticals, Inc.",6174137,0.27,Health Information Services,36866,731493,3,2021
CAMP,CalAmp Corp.,6112474,3.70,Communication Equipment,16131,264736000,644,1981
XBIO,"Xenetic Biosciences, Inc.",6101093,3.96,Biotechnology,10574,2539986,4,
LMFA,"LM Funding America, Inc.",6082822,2.44,Credit Services,29050,12984090,8,2008
OPGN,"OpGen, Inc.",6072577,0.48,Medical Devices,108932,3070233,85,
CELZ,"Creative Medical Technology Holdings, Inc.",6050570,4.46,Biotechnology,5278,9000,4,1998
PRTG,Portage Biotech Inc.,6048088,0.32,Biotechnology,277201,,7,1973
HCTI,"Healthcare Triangle, Inc.",5951884,1.28,Health Information Services,528312,33203000,31,2020
BIOL,"BIOLASE, Inc.",5879820,0.18,Medical Devices,4961952,49164000,157,1984
SNGX,"Soligenix, Inc.",5864773,0.41,Biotechnology,107711,839359,13,
AYRO,"Ayro, Inc.",5794826,1.16,Auto Manufacturers,52800,498917,58,2017
ZAPP,Zapp Electric Vehicles Group Limited,5790611,1.85,Auto Manufacturers,329959,,37,2017
NXU,"Nxu, Inc.",5788921,0.49,Electrical Equipment & Parts,137956,,36,2016
GDC,GD Culture Group Limited,5781472,0.73,Electronic Gaming & Multimedia,175536,,8,2015
MICS,"The Singing Machine Company, Inc.",5776254,0.90,Consumer Electronics,32793,32580790,27,1982
HOTH,"Hoth Therapeutics, Inc.",5719896,1.17,Biotechnology,20363,,2,2017
SONN,"Sonnet BioTherapeutics Holdings, Inc.",5709307,1.86,Biotechnology,14740,129176,12,
WLDS,Wearable Devices Ltd.,5659759,0.36,Consumer Electronics,470052,82000,29,2014
HSCS,"Heart Test Laboratories, Inc.",5644856,0.09,Medical Devices,2023900,18600,12,2007
IFBD,"Infobird Co., Ltd",5626824,4.20,Software - Application,72853,2925985,214,2001
PTIX,"Protagenic Therapeutics, Inc.",5543913,1.25,Biotechnology,2795,,1,1994
LXEH,"Lixiang Education Holding Co., Ltd.",5513682,0.47,Education & Training Services,187056,7240436,272,2001
GNPX,"Genprex, Inc.",5486002,2.69,Biotechnology,77615,,26,2009
SLNA,Selina Hospitality PLC,5473976,0.05,Resorts & Casinos,9510480,,2867,2014
THMO,"ThermoGenesis Holdings, Inc.",5423796,0.68,Medical Devices,4877,9445000,25,1986
CEAD,CEA Industries Inc.,5420408,0.66,Farm & Heavy Construction Machinery,16796,6910951,10,2009
NLSP,NLS Pharmaceutics AG,5380595,0.14,Biotechnology,115943,,6,2015
ASST,Asset Entities Inc.,5373091,0.37,Internet Content & Information,78689,277038,11,2020
RNAZ,"TransCode Therapeutics, Inc.",5352628,0.81,Biotechnology,1038162,,10,2016
LYT,Lytus Technologies Holdings PTV. Ltd.,5324105,3.41,Software - Application,76002,22620995,3,2020
BNRG,Brenmiller Energy Ltd,5271552,2.14,Utilities - Renewable,17706,621000,50,2012
INTZ,Intrusion Inc.,5269184,1.60,Software - Infrastructure,217433,5611000,44,1983
FWBI,"First Wave BioPharma, Inc.",5265520,2.60,Biotechnology,95052,,9,
SEEL,"Seelos Therapeutics, Inc.",5251797,0.32,Biotechnology,430233,2203000,15,2016
GROM,"Grom Social Enterprises, Inc.",5247718,0.59,Internet Content & Information,48163,4041020,86,2012
FAMI,"Farmmi, Inc.",5222186,0.83,Packaged Foods,15960,110364887,70,2015
FORD,"Forward Industries, Inc.",5208683,0.52,Footwear & Accessories,4545,33030579,100,
TGL,Treasure Global Inc.,5166608,3.96,Software - Application,23305,53585511,48,2020
EZGO,EZGO Technologies Ltd.,5159363,2.02,Recreational Vehicles,59126,15920659,81,
SINT,"Sintx Technologies, Inc.",5152560,0.04,Medical Devices,10588484,2627000,43,1996
GXAI,Gaxos.ai Inc.,5140258,4.70,Electronic Gaming & Multimedia,35447,256,3,2021
NVFY,"Nova LifeStyle, Inc.",5131885,2.21,"Furnishings, Fixtures & Appliances",15753,11087459,27,2003
GPAK,Gamer Pakistan Inc.,5115860,0.20,Specialty Business Services,31106,,7,2021
SNPX,"Synaptogenix, Inc.",5111904,4.80,Biotechnology,57908,,5,2012
SNTG,Sentage Holdings Inc.,5105981,1.82,Credit Services,4764,146554,21,2009
SNAX,"Stryve Foods, Inc.",5093897,1.55,Packaged Foods,24123,17710444,86,2017
YOSH,Yoshiharu Global Co.,5054935,3.79,Restaurants,1809,9214779,180,2016
SISI,"Shineco, Inc.",5002062,0.78,Farm Products,31483,3428290,87,1997
AEI,Alset EHome International Inc.,4996200,0.54,Real Estate - Development,177450,22088507,60,2014
SILO,"Silo Pharma, Inc.",4976353,1.75,Biotechnology,26211,72102,3,2010
LQR,LQR House Inc.,4974806,1.03,Beverages - Wineries & Distilleries,50077,1120622,18,2021
MOB,Mobilicom Ltd,4969019,1.02,Communication Equipment,292821,2246182,24,2008
NMHI,Nature's Miracle Holding Inc.,4968556,0.88,Specialty Industrial Machinery,19051,8932751,12,
RETO,"ReTo Eco-Solutions, Inc.",4943651,1.32,Building Materials,12065,4817677,116,1999
BAOS,Baosheng Media Group Holdings Limited,4910368,3.20,Advertising Agencies,282,3457387,59,2018
OCTO,Eightco Holdings Inc.,4909584,0.56,Packaging & Containers,19221,75297484,22,1966
VLCN,"Volcon, Inc.",4899997,0.24,Auto Manufacturers,558813,3260988,35,2020
WAVD,"WaveDancer, Inc.",4892027,2.43,Information Technology Services,5659,7981975,42,1979
BTCT,BTC Digital Ltd.,4880556,2.33,Education & Training Services,5207,1279690,20,2006
ZVSA,"ZyVersa Therapeutics, Inc.",4853116,6.39,Biotechnology,514160,,7,2014
SOBR,"SOBR Safe, Inc.",4834815,0.24,Scientific & Technical Instruments,79427,157292,14,2004
